index,type,size,datatype,number of elements
937,h2d,1229600,double,153700
938,h2d,1229600,double,153700
939,h2d,1229600,double,153700
940,h2d,1229600,double,153700
941,h2d,1229600,double,153700
942,h2d,1229600,double,153700
943,d2h,2048,double,256
944,h2d,1229600,double,153700
945,h2d,1229600,double,153700
946,h2d,1229600,double,153700
947,h2d,1229600,double,153700
948,h2d,1229600,double,153700
949,h2d,1229600,double,153700
950,h2d,1229600,double,153700
951,h2d,1229600,double,153700
952,h2d,1229600,double,153700
953,h2d,1229600,double,153700
954,h2d,1229600,double,153700
955,h2d,1229600,double,153700
956,h2d,1229600,double,153700
957,h2d,1229600,double,153700
958,h2d,1229600,double,153700
959,h2d,1229600,double,153700
960,h2d,1229600,double,153700
961,h2d,1229600,double,153700
962,h2d,1229600,double,153700
963,h2d,1229600,double,153700
964,h2d,1229600,double,153700
965,h2d,1229600,double,153700
966,h2d,1229600,double,153700
967,h2d,1229600,double,153700
968,d2h,2048,double,256
969,h2d,1229600,double,153700
970,h2d,1229600,double,153700
971,h2d,1229600,double,153700
972,h2d,1229600,double,153700
973,h2d,1229600,double,153700
974,h2d,1229600,double,153700
975,h2d,1229600,double,153700
976,h2d,1229600,double,153700
977,h2d,1229600,double,153700
978,h2d,1229600,double,153700
979,h2d,1229600,double,153700
980,h2d,1229600,double,153700
981,h2d,1229600,double,153700
982,h2d,1229600,double,153700
983,h2d,1229600,double,153700
984,h2d,1229600,double,153700
985,h2d,1229600,double,153700
986,h2d,1229600,double,153700
987,h2d,1229600,double,153700
988,h2d,1229600,double,153700
989,h2d,1229600,double,153700
990,h2d,1229600,double,153700
991,h2d,1229600,double,153700
992,h2d,1229600,double,153700
993,d2h,2048,double,256
994,h2d,1229600,double,153700
995,h2d,1229600,double,153700
996,h2d,1229600,double,153700
997,h2d,1229600,double,153700
998,h2d,1229600,double,153700
999,h2d,1229600,double,153700
1000,h2d,1229600,double,153700
1001,h2d,1229600,double,153700
1002,h2d,1229600,double,153700
1003,h2d,1229600,double,153700
1004,h2d,1229600,double,153700
1005,h2d,1229600,double,153700
1006,h2d,1229600,double,153700
1007,h2d,1229600,double,153700
1008,h2d,1229600,double,153700
1009,h2d,1229600,double,153700
1010,h2d,1229600,double,153700
1011,h2d,1229600,double,153700
1012,h2d,1229600,double,153700
1013,h2d,1229600,double,153700
1014,h2d,1229600,double,153700
1015,h2d,1229600,double,153700
1016,h2d,1229600,double,153700
1017,h2d,1229600,double,153700
1018,d2h,2048,double,256
1019,h2d,1229600,double,153700
1020,h2d,1229600,double,153700
1021,h2d,1229600,double,153700
1022,h2d,1229600,double,153700
1023,h2d,1229600,double,153700
1024,h2d,1229600,double,153700
1025,h2d,1229600,double,153700
1026,h2d,1229600,double,153700
1027,h2d,1229600,double,153700
1028,h2d,1229600,double,153700
1029,h2d,1229600,double,153700
1030,h2d,1229600,double,153700
1031,h2d,1229600,double,153700
1032,h2d,1229600,double,153700
1033,h2d,1229600,double,153700
1034,h2d,1229600,double,153700
1035,d2h,2048,double,256
1036,d2h,2048,double,256
1037,d2h,2048,double,256
1038,d2h,2048,double,256
1039,d2h,2048,double,256
1040,h2d,1229600,double,153700
1041,h2d,1229600,double,153700
1042,h2d,1229600,double,153700
1043,h2d,1229600,double,153700
1044,h2d,1229600,double,153700
1045,h2d,1229600,double,153700
1046,h2d,1229600,double,153700
1047,h2d,1229600,double,153700
1048,d2h,2048,double,256
1049,h2d,1229600,double,153700
1050,h2d,1229600,double,153700
1051,h2d,1229600,double,153700
1052,h2d,1229600,double,153700
1053,h2d,1229600,double,153700
1054,h2d,1229600,double,153700
1055,h2d,1229600,double,153700
1056,h2d,1229600,double,153700
1057,h2d,1229600,double,153700
1058,h2d,1229600,double,153700
1059,h2d,1229600,double,153700
1060,h2d,1229600,double,153700
1061,h2d,1229600,double,153700
1062,h2d,1229600,double,153700
1063,h2d,1229600,double,153700
1064,h2d,1229600,double,153700
1065,h2d,1229600,double,153700
1066,h2d,1229600,double,153700
1067,h2d,1229600,double,153700
1068,h2d,1229600,double,153700
1069,h2d,1229600,double,153700
1070,h2d,1229600,double,153700
1071,h2d,1229600,double,153700
1072,h2d,1229600,double,153700
1073,d2h,2048,double,256
1074,h2d,1229600,double,153700
1075,h2d,1229600,double,153700
1076,h2d,1229600,double,153700
1077,h2d,1229600,double,153700
1078,h2d,1229600,double,153700
1079,h2d,1229600,double,153700
1080,h2d,1229600,double,153700
1081,h2d,1229600,double,153700
1082,h2d,1229600,double,153700
1083,h2d,1229600,double,153700
1084,h2d,1229600,double,153700
1085,h2d,1229600,double,153700
1086,h2d,1229600,double,153700
1087,h2d,1229600,double,153700
1088,h2d,1229600,double,153700
1089,h2d,1229600,double,153700
1090,h2d,1229600,double,153700
1091,h2d,1229600,double,153700
1092,h2d,1229600,double,153700
1093,h2d,1229600,double,153700
1094,h2d,1229600,double,153700
1095,h2d,1229600,double,153700
1096,h2d,1229600,double,153700
1097,h2d,1229600,double,153700
1098,d2h,2048,double,256
1099,h2d,1229600,double,153700
1100,h2d,1229600,double,153700
1101,h2d,1229600,double,153700
1102,h2d,1229600,double,153700
1103,h2d,1229600,double,153700
1104,h2d,1229600,double,153700
1105,h2d,1229600,double,153700
1106,h2d,1229600,double,153700
1107,h2d,1229600,double,153700
1108,h2d,1229600,double,153700
1109,h2d,1229600,double,153700
1110,h2d,1229600,double,153700
1111,h2d,1229600,double,153700
1112,h2d,1229600,double,153700
1113,h2d,1229600,double,153700
1114,h2d,1229600,double,153700
1115,h2d,1229600,double,153700
1116,h2d,1229600,double,153700
1117,h2d,1229600,double,153700
1118,h2d,1229600,double,153700
1119,h2d,1229600,double,153700
1120,h2d,1229600,double,153700
1121,h2d,1229600,double,153700
1122,h2d,1229600,double,153700
1123,d2h,2048,double,256
1124,h2d,1229600,double,153700
1125,h2d,1229600,double,153700
1126,h2d,1229600,double,153700
1127,h2d,1229600,double,153700
1128,h2d,1229600,double,153700
1129,h2d,1229600,double,153700
1130,h2d,1229600,double,153700
1131,h2d,1229600,double,153700
1132,h2d,1229600,double,153700
1133,h2d,1229600,double,153700
1134,h2d,1229600,double,153700
1135,h2d,1229600,double,153700
1136,h2d,1229600,double,153700
1137,h2d,1229600,double,153700
1138,h2d,1229600,double,153700
1139,h2d,1229600,double,153700
1140,h2d,1229600,double,153700
1141,h2d,1229600,double,153700
1142,h2d,1229600,double,153700
1143,h2d,1229600,double,153700
1144,h2d,1229600,double,153700
1145,h2d,1229600,double,153700
1146,h2d,1229600,double,153700
1147,h2d,1229600,double,153700
1148,d2h,2048,double,256
1149,h2d,1229600,double,153700
1150,h2d,1229600,double,153700
1151,h2d,1229600,double,153700
1152,h2d,1229600,double,153700
1153,h2d,1229600,double,153700
1154,h2d,1229600,double,153700
1155,h2d,1229600,double,153700
1156,h2d,1229600,double,153700
1157,h2d,1229600,double,153700
1158,h2d,1229600,double,153700
1159,h2d,1229600,double,153700
1160,h2d,1229600,double,153700
1161,h2d,1229600,double,153700
1162,h2d,1229600,double,153700
1163,h2d,1229600,double,153700
1164,h2d,1229600,double,153700
1165,h2d,1229600,double,153700
1166,h2d,1229600,double,153700
1167,h2d,1229600,double,153700
1168,h2d,1229600,double,153700
1169,h2d,1229600,double,153700
1170,h2d,1229600,double,153700
1171,h2d,1229600,double,153700
1172,h2d,1229600,double,153700
1173,d2h,2048,double,256
1174,h2d,1229600,double,153700
1175,h2d,1229600,double,153700
1176,h2d,1229600,double,153700
1177,h2d,1229600,double,153700
1178,h2d,1229600,double,153700
1179,h2d,1229600,double,153700
1180,h2d,1229600,double,153700
1181,h2d,1229600,double,153700
1182,h2d,1229600,double,153700
1183,h2d,1229600,double,153700
1184,h2d,1229600,double,153700
1185,h2d,1229600,double,153700
1186,h2d,1229600,double,153700
1187,h2d,1229600,double,153700
1188,h2d,1229600,double,153700
1189,h2d,1229600,double,153700
1190,h2d,1229600,double,153700
1191,h2d,1229600,double,153700
1192,h2d,1229600,double,153700
1193,h2d,1229600,double,153700
1194,h2d,1229600,double,153700
1195,h2d,1229600,double,153700
1196,h2d,1229600,double,153700
1197,h2d,1229600,double,153700
1198,d2h,2048,double,256
1199,h2d,1229600,double,153700
1200,h2d,1229600,double,153700
1201,h2d,1229600,double,153700
1202,h2d,1229600,double,153700
1203,h2d,1229600,double,153700
1204,h2d,1229600,double,153700
1205,h2d,1229600,double,153700
1206,h2d,1229600,double,153700
1207,h2d,1229600,double,153700
1208,h2d,1229600,double,153700
1209,h2d,1229600,double,153700
1210,h2d,1229600,double,153700
1211,h2d,1229600,double,153700
1212,h2d,1229600,double,153700
1213,h2d,1229600,double,153700
1214,h2d,1229600,double,153700
1215,h2d,1229600,double,153700
1216,h2d,1229600,double,153700
1217,h2d,1229600,double,153700
1218,h2d,1229600,double,153700
1219,h2d,1229600,double,153700
1220,h2d,1229600,double,153700
1221,h2d,1229600,double,153700
1222,h2d,1229600,double,153700
1223,d2h,2048,double,256
1224,h2d,1229600,double,153700
1225,h2d,1229600,double,153700
1226,h2d,1229600,double,153700
1227,h2d,1229600,double,153700
1228,h2d,1229600,double,153700
1229,h2d,1229600,double,153700
1230,h2d,1229600,double,153700
1231,h2d,1229600,double,153700
1232,h2d,1229600,double,153700
1233,h2d,1229600,double,153700
1234,h2d,1229600,double,153700
1235,h2d,1229600,double,153700
1236,h2d,1229600,double,153700
1237,h2d,1229600,double,153700
1238,h2d,1229600,double,153700
1239,h2d,1229600,double,153700
1240,h2d,1229600,double,153700
1241,h2d,1229600,double,153700
1242,h2d,1229600,double,153700
1243,h2d,1229600,double,153700
1244,h2d,1229600,double,153700
1245,h2d,1229600,double,153700
1246,h2d,1229600,double,153700
1247,h2d,1229600,double,153700
1248,d2h,2048,double,256
1249,h2d,1229600,double,153700
1250,h2d,1229600,double,153700
1251,h2d,1229600,double,153700
1252,h2d,1229600,double,153700
1253,h2d,1229600,double,153700
1254,h2d,1229600,double,153700
1255,h2d,1229600,double,153700
1256,h2d,1229600,double,153700
1257,h2d,1229600,double,153700
1258,h2d,1229600,double,153700
1259,h2d,1229600,double,153700
1260,h2d,1229600,double,153700
1261,h2d,1229600,double,153700
1262,h2d,1229600,double,153700
1263,h2d,1229600,double,153700
1264,h2d,1229600,double,153700
1265,h2d,1229600,double,153700
1266,h2d,1229600,double,153700
1267,h2d,1229600,double,153700
1268,h2d,1229600,double,153700
1269,h2d,1229600,double,153700
1270,h2d,1229600,double,153700
1271,h2d,1229600,double,153700
1272,h2d,1229600,double,153700
1273,d2h,2048,double,256
1274,h2d,1229600,double,153700
1275,h2d,1229600,double,153700
1276,h2d,1229600,double,153700
1277,h2d,1229600,double,153700
1278,h2d,1229600,double,153700
1279,h2d,1229600,double,153700
1280,h2d,1229600,double,153700
1281,h2d,1229600,double,153700
1282,h2d,1229600,double,153700
1283,h2d,1229600,double,153700
1284,h2d,1229600,double,153700
1285,h2d,1229600,double,153700
1286,h2d,1229600,double,153700
1287,h2d,1229600,double,153700
1288,h2d,1229600,double,153700
1289,h2d,1229600,double,153700
1290,d2h,2048,double,256
1291,d2h,2048,double,256
1292,d2h,2048,double,256
1293,d2h,2048,double,256
1294,d2h,2048,double,256
1295,h2d,1229600,double,153700
1296,h2d,1229600,double,153700
1297,h2d,1229600,double,153700
1298,h2d,1229600,double,153700
1299,h2d,1229600,double,153700
1300,h2d,1229600,double,153700
1301,h2d,1229600,double,153700
1302,h2d,1229600,double,153700
1303,d2h,2048,double,256
1304,h2d,1229600,double,153700
1305,h2d,1229600,double,153700
1306,h2d,1229600,double,153700
1307,h2d,1229600,double,153700
1308,h2d,1229600,double,153700
1309,h2d,1229600,double,153700
1310,h2d,1229600,double,153700
1311,h2d,1229600,double,153700
1312,h2d,1229600,double,153700
1313,h2d,1229600,double,153700
1314,h2d,1229600,double,153700
1315,h2d,1229600,double,153700
1316,h2d,1229600,double,153700
1317,h2d,1229600,double,153700
1318,h2d,1229600,double,153700
1319,h2d,1229600,double,153700
1320,h2d,1229600,double,153700
1321,h2d,1229600,double,153700
1322,h2d,1229600,double,153700
1323,h2d,1229600,double,153700
1324,h2d,1229600,double,153700
1325,h2d,1229600,double,153700
1326,h2d,1229600,double,153700
1327,h2d,1229600,double,153700
1328,d2h,2048,double,256
1329,h2d,1229600,double,153700
1330,h2d,1229600,double,153700
1331,h2d,1229600,double,153700
1332,h2d,1229600,double,153700
1333,h2d,1229600,double,153700
1334,h2d,1229600,double,153700
1335,h2d,1229600,double,153700
1336,h2d,1229600,double,153700
1337,h2d,1229600,double,153700
1338,h2d,1229600,double,153700
1339,h2d,1229600,double,153700
1340,h2d,1229600,double,153700
1341,h2d,1229600,double,153700
1342,h2d,1229600,double,153700
1343,h2d,1229600,double,153700
1344,h2d,1229600,double,153700
1345,h2d,1229600,double,153700
1346,h2d,1229600,double,153700
1347,h2d,1229600,double,153700
1348,h2d,1229600,double,153700
1349,h2d,1229600,double,153700
1350,h2d,1229600,double,153700
1351,h2d,1229600,double,153700
1352,h2d,1229600,double,153700
1353,d2h,2048,double,256
1354,h2d,1229600,double,153700
1355,h2d,1229600,double,153700
1356,h2d,1229600,double,153700
1357,h2d,1229600,double,153700
1358,h2d,1229600,double,153700
1359,h2d,1229600,double,153700
1360,h2d,1229600,double,153700
1361,h2d,1229600,double,153700
1362,h2d,1229600,double,153700
1363,h2d,1229600,double,153700
1364,h2d,1229600,double,153700
1365,h2d,1229600,double,153700
1366,h2d,1229600,double,153700
1367,h2d,1229600,double,153700
1368,h2d,1229600,double,153700
1369,h2d,1229600,double,153700
1370,h2d,1229600,double,153700
1371,h2d,1229600,double,153700
1372,h2d,1229600,double,153700
1373,h2d,1229600,double,153700
1374,h2d,1229600,double,153700
1375,h2d,1229600,double,153700
1376,h2d,1229600,double,153700
1377,h2d,1229600,double,153700
1378,d2h,2048,double,256
1379,h2d,1229600,double,153700
1380,h2d,1229600,double,153700
1381,h2d,1229600,double,153700
1382,h2d,1229600,double,153700
1383,h2d,1229600,double,153700
1384,h2d,1229600,double,153700
1385,h2d,1229600,double,153700
1386,h2d,1229600,double,153700
1387,h2d,1229600,double,153700
1388,h2d,1229600,double,153700
1389,h2d,1229600,double,153700
1390,h2d,1229600,double,153700
1391,h2d,1229600,double,153700
1392,h2d,1229600,double,153700
1393,h2d,1229600,double,153700
1394,h2d,1229600,double,153700
1395,h2d,1229600,double,153700
1396,h2d,1229600,double,153700
1397,h2d,1229600,double,153700
1398,h2d,1229600,double,153700
1399,h2d,1229600,double,153700
1400,h2d,1229600,double,153700
1401,h2d,1229600,double,153700
1402,h2d,1229600,double,153700
1403,d2h,2048,double,256
1404,h2d,1229600,double,153700
1405,h2d,1229600,double,153700
1406,h2d,1229600,double,153700
1407,h2d,1229600,double,153700
1408,h2d,1229600,double,153700
1409,h2d,1229600,double,153700
1410,h2d,1229600,double,153700
1411,h2d,1229600,double,153700
1412,h2d,1229600,double,153700
1413,h2d,1229600,double,153700
1414,h2d,1229600,double,153700
1415,h2d,1229600,double,153700
1416,h2d,1229600,double,153700
1417,h2d,1229600,double,153700
1418,h2d,1229600,double,153700
1419,h2d,1229600,double,153700
1420,h2d,1229600,double,153700
1421,h2d,1229600,double,153700
1422,h2d,1229600,double,153700
1423,h2d,1229600,double,153700
1424,h2d,1229600,double,153700
1425,h2d,1229600,double,153700
1426,h2d,1229600,double,153700
1427,h2d,1229600,double,153700
1428,d2h,2048,double,256
1429,h2d,1229600,double,153700
1430,h2d,1229600,double,153700
1431,h2d,1229600,double,153700
1432,h2d,1229600,double,153700
1433,h2d,1229600,double,153700
1434,h2d,1229600,double,153700
1435,h2d,1229600,double,153700
1436,h2d,1229600,double,153700
1437,h2d,1229600,double,153700
1438,h2d,1229600,double,153700
1439,h2d,1229600,double,153700
1440,h2d,1229600,double,153700
1441,h2d,1229600,double,153700
1442,h2d,1229600,double,153700
1443,h2d,1229600,double,153700
1444,h2d,1229600,double,153700
1445,h2d,1229600,double,153700
1446,h2d,1229600,double,153700
1447,h2d,1229600,double,153700
1448,h2d,1229600,double,153700
1449,h2d,1229600,double,153700
1450,h2d,1229600,double,153700
1451,h2d,1229600,double,153700
1452,h2d,1229600,double,153700
1453,d2h,2048,double,256
1454,h2d,1229600,double,153700
1455,h2d,1229600,double,153700
1456,h2d,1229600,double,153700
1457,h2d,1229600,double,153700
1458,h2d,1229600,double,153700
1459,h2d,1229600,double,153700
